Ticket_ID,Status,Priority,Source,Topic,Category,Agent_Group,Created_time,Expected_SLA_resolve,Resolution_Duration,SLA_Status,Survey_Results,Country,Latitude,Longitude,Agent_interactions
TIC-5188,Closed,Low,Portal,Port Request,Network,Network Ops,24-11-2025 15:30,48,82.44,Breached,3,Germany,51.16,10.45,1
TIC-5189,Closed,Medium,Email,Suspicious Email,Security,Security Admin,10-05-2025 19:43,24,13.53,On-Time,2,Germany,51.16,10.45,8
TIC-5190,Closed,Medium,Chat,Wi-Fi Access,Network,Security Admin,31-12-2025 23:31,24,35.86,Breached,3,India,20.59,78.96,3
TIC-5191,Resolved,High,Email,Update Failure,Software,L2 Technical Support,21-01-2025 05:34,8,8.53,Breached,,USA,37.09,-95.71,11
TIC-5192,Closed,Medium,Email,Laptop Repair,Hardware,L2 Technical Support,08-05-2025 08:18,24,38.47,Breached,1,USA,37.09,-95.71,8
TIC-5193,Closed,High,Chat,VPN Drop,Network,Network Ops,14-08-2025 21:32,8,12.45,Breached,4,UK,55.37,-3.43,4
TIC-5194,Closed,Medium,Phone,Bug Report,Software,L2 Technical Support,04-06-2025 07:51,24,4.24,On-Time,4,Brazil,-14.23,-51.92,10
TIC-5195,Closed,Critical,Portal,MFA Reset,Security,Security Admin,25-02-2025 10:25,4,0.29,On-Time,4,USA,37.09,-95.71,7
TIC-5196,Closed,Low,Chat,License Request,Software,L2 Technical Support,12-08-2025 12:28,48,38.41,On-Time,2,Brazil,-14.23,-51.92,3
TIC-5197,Closed,Low,Email,Bug Report,Software,Security Admin,28-03-2025 12:28,48,36.91,On-Time,5,Germany,51.16,10.45,11
TIC-5198,Open,High,Email,Keyboard/Mouse,Hardware,L2 Technical Support,03-11-2025 03:09,8,,Pending,,USA,37.09,-95.71,6
TIC-5199,Closed,Low,Email,Slow Internet,Network,Network Ops,10-01-2025 01:03,48,77.02,Breached,4,India,20.59,78.96,3
TIC-5200,Closed,Medium,Portal,Slow Internet,Network,Security Admin,09-10-2025 02:18,24,32.03,Breached,3,Germany,51.16,10.45,1
TIC-5201,Closed,Medium,Email,Access Revoked,Security,L2 Technical Support,04-07-2025 14:18,24,16.15,On-Time,4,Brazil,-14.23,-51.92,7
TIC-5202,Closed,Low,Chat,Password Reset,Security,Infrastructure,04-10-2025 15:10,48,9.31,On-Time,3,Brazil,-14.23,-51.92,6
TIC-5203,Closed,Low,Chat,Monitor Issue,Hardware,Security Admin,15-03-2025 15:13,48,37.92,On-Time,4,UK,55.37,-3.43,3
TIC-5204,Closed,Medium,Phone,Printer,Hardware,L2 Technical Support,14-02-2025 01:40,24,14.8,On-Time,2,Germany,51.16,10.45,7
TIC-5205,Closed,High,Email,Password Reset,Security,L1 Service Desk,04-02-2025 23:12,8,2.78,On-Time,1,USA,37.09,-95.71,8
TIC-5206,Closed,Medium,Email,Slow Internet,Network,Infrastructure,26-11-2025 09:22,24,31.43,Breached,4,UK,55.37,-3.43,4
TIC-5207,Closed,Critical,Phone,VPN Drop,Network,Security Admin,07-07-2025 10:08,4,2.53,On-Time,3,USA,37.09,-95.71,5
TIC-5208,Closed,Medium,Email,Keyboard/Mouse,Hardware,Security Admin,20-07-2025 02:57,24,19.99,On-Time,2,Brazil,-14.23,-51.92,3
TIC-5209,Closed,High,Chat,Monitor Issue,Hardware,Security Admin,28-02-2025 21:52,8,12.96,Breached,1,USA,37.09,-95.71,5
TIC-5210,Closed,Medium,Phone,Password Reset,Security,Security Admin,24-04-2025 21:17,24,12.26,On-Time,3,Brazil,-14.23,-51.92,6
TIC-5211,Closed,High,Email,VPN Drop,Network,Infrastructure,28-01-2025 22:42,8,5.65,On-Time,3,UK,55.37,-3.43,1
TIC-5212,Closed,Low,Email,License Request,Software,L2 Technical Support,02-02-2025 16:34,48,3.32,On-Time,5,Germany,51.16,10.45,3
TIC-5213,Closed,Medium,Email,Bug Report,Software,Network Ops,25-11-2025 19:01,24,0.95,On-Time,1,Germany,51.16,10.45,9
TIC-5214,Closed,Medium,Phone,Bug Report,Software,Security Admin,20-03-2025 15:36,24,21.9,On-Time,5,USA,37.09,-95.71,4
TIC-5215,Closed,Medium,Phone,Port Request,Network,Security Admin,22-09-2025 21:50,24,25.65,Breached,1,India,20.59,78.96,8
TIC-5216,Closed,Low,Portal,Printer,Hardware,L1 Service Desk,06-05-2025 09:21,48,58.08,Breached,4,Germany,51.16,10.45,2
TIC-5217,Closed,Medium,Email,MFA Reset,Security,Infrastructure,05-02-2025 14:18,24,23.66,On-Time,3,USA,37.09,-95.71,1
TIC-5218,Closed,Medium,Phone,Update Failure,Software,Network Ops,02-11-2025 16:08,24,11.13,On-Time,1,India,20.59,78.96,4
TIC-5219,Closed,Low,Email,Monitor Issue,Hardware,Security Admin,31-03-2025 05:07,48,37.25,On-Time,2,Brazil,-14.23,-51.92,2
TIC-5220,Closed,Medium,Email,Laptop Repair,Hardware,Network Ops,03-11-2025 14:15,24,34.44,Breached,3,India,20.59,78.96,6
TIC-5221,Closed,Low,Email,Update Failure,Software,L2 Technical Support,08-03-2025 09:22,48,9.51,On-Time,2,Germany,51.16,10.45,11
TIC-5222,Closed,Low,Portal,Wi-Fi Access,Network,L2 Technical Support,11-04-2025 10:54,48,45.46,On-Time,2,USA,37.09,-95.71,1
TIC-5223,Closed,Medium,Phone,Password Reset,Security,Network Ops,30-10-2025 09:01,24,25.61,Breached,3,Brazil,-14.23,-51.92,3
TIC-5224,Closed,Low,Portal,Suspicious Email,Security,Network Ops,01-09-2025 12:19,48,1.41,On-Time,1,India,20.59,78.96,2
TIC-5225,Closed,Medium,Chat,MFA Reset,Security,L2 Technical Support,12-07-2025 05:09,24,14.39,On-Time,4,USA,37.09,-95.71,6
TIC-5226,Resolved,Low,Phone,Suspicious Email,Security,L1 Service Desk,29-04-2025 02:08,48,42.16,On-Time,,UK,55.37,-3.43,2
TIC-5227,Closed,Low,Email,Update Failure,Software,L2 Technical Support,25-07-2025 09:49,48,6.59,On-Time,3,Germany,51.16,10.45,9
TIC-5228,Closed,Medium,Chat,Suspicious Email,Security,Network Ops,30-10-2025 03:01,24,21.51,On-Time,3,UK,55.37,-3.43,2
TIC-5229,Closed,Low,Email,Bug Report,Software,Network Ops,29-01-2025 10:32,48,30.3,On-Time,4,India,20.59,78.96,5
TIC-5230,Closed,High,Chat,Slow Internet,Network,L1 Service Desk,09-04-2025 02:42,8,8.36,Breached,2,Germany,51.16,10.45,6
TIC-5231,Closed,Low,Portal,License Request,Software,Infrastructure,28-11-2025 11:24,48,8.47,On-Time,1,Brazil,-14.23,-51.92,12
TIC-5232,Resolved,Low,Chat,Update Failure,Software,Infrastructure,29-04-2025 23:23,48,40.85,On-Time,,UK,55.37,-3.43,7
TIC-5233,Closed,Medium,Email,VPN Drop,Network,L2 Technical Support,27-11-2025 06:09,24,38.45,Breached,4,India,20.59,78.96,8
TIC-5234,Closed,High,Chat,Slow Internet,Network,Network Ops,06-01-2025 00:00,8,12.84,Breached,4,UK,55.37,-3.43,4
TIC-5235,Closed,Medium,Portal,Wi-Fi Access,Network,L1 Service Desk,03-06-2025 04:17,24,15.51,On-Time,1,Germany,51.16,10.45,4
TIC-5236,Closed,High,Email,Keyboard/Mouse,Hardware,L1 Service Desk,01-06-2025 03:35,8,13.62,Breached,3,USA,37.09,-95.71,1
TIC-5237,Closed,Low,Phone,Keyboard/Mouse,Hardware,Infrastructure,25-11-2025 14:40,48,33.16,On-Time,1,Germany,51.16,10.45,4
TIC-5238,Closed,Medium,Portal,Access Revoked,Security,L1 Service Desk,05-09-2025 06:15,24,9.67,On-Time,3,Germany,51.16,10.45,2
TIC-5239,Closed,Medium,Phone,Laptop Repair,Hardware,Security Admin,18-04-2025 20:15,24,26.18,Breached,1,Germany,51.16,10.45,3
TIC-5240,Closed,Medium,Email,MFA Reset,Security,Infrastructure,30-01-2025 22:57,24,9.89,On-Time,1,Germany,51.16,10.45,4
TIC-5241,Open,Critical,Chat,Port Request,Network,Network Ops,23-10-2025 14:45,4,,Pending,,USA,37.09,-95.71,5
TIC-5242,Closed,High,Portal,Laptop Repair,Hardware,Network Ops,13-03-2025 20:51,8,6.32,On-Time,5,Germany,51.16,10.45,3
TIC-5243,Closed,Low,Email,Wi-Fi Access,Network,L1 Service Desk,12-06-2025 03:09,48,71.67,Breached,2,USA,37.09,-95.71,4
TIC-5244,Closed,Medium,Phone,Update Failure,Software,L1 Service Desk,11-12-2025 21:41,24,11.34,On-Time,1,Brazil,-14.23,-51.92,3
TIC-5245,Closed,Medium,Email,Monitor Issue,Hardware,Network Ops,20-07-2025 22:56,24,18.11,On-Time,3,UK,55.37,-3.43,3
TIC-5246,Closed,Low,Email,Laptop Repair,Hardware,Network Ops,13-06-2025 09:58,48,24.77,On-Time,2,Germany,51.16,10.45,6
TIC-5247,Closed,Medium,Phone,Bug Report,Software,Network Ops,01-04-2025 17:17,24,10.54,On-Time,3,USA,37.09,-95.71,11
TIC-5248,Closed,Low,Portal,License Request,Software,L1 Service Desk,12-03-2025 06:04,48,3.73,On-Time,1,USA,37.09,-95.71,5
TIC-5249,Closed,Low,Phone,Slow Internet,Network,Infrastructure,04-02-2025 12:11,48,70.06,Breached,5,Brazil,-14.23,-51.92,4
TIC-5250,Closed,Medium,Chat,Suspicious Email,Security,L1 Service Desk,23-01-2025 05:33,24,16.71,On-Time,5,Brazil,-14.23,-51.92,8
TIC-5251,Closed,Low,Email,Monitor Issue,Hardware,Security Admin,27-11-2025 12:27,48,80.89,Breached,4,Brazil,-14.23,-51.92,8
TIC-5252,Resolved,Medium,Portal,Wi-Fi Access,Network,Network Ops,23-04-2025 12:31,24,39.08,Breached,,Brazil,-14.23,-51.92,4
TIC-5253,Closed,Low,Portal,Update Failure,Software,Infrastructure,10-05-2025 10:10,48,24.7,On-Time,3,Brazil,-14.23,-51.92,5
TIC-5254,Closed,Medium,Phone,Port Request,Network,Network Ops,21-08-2025 21:47,24,17.32,On-Time,1,Brazil,-14.23,-51.92,2
TIC-5255,Resolved,Medium,Phone,MFA Reset,Security,Security Admin,30-07-2025 13:59,24,9.57,On-Time,,USA,37.09,-95.71,2
TIC-5256,Closed,Medium,Email,VPN Drop,Network,L2 Technical Support,02-01-2025 15:01,24,16.52,On-Time,5,USA,37.09,-95.71,1
TIC-5257,Closed,Low,Portal,Access Revoked,Security,L2 Technical Support,14-03-2025 02:23,48,45.82,On-Time,4,Brazil,-14.23,-51.92,4
TIC-5258,Closed,Medium,Chat,VPN Drop,Network,Network Ops,16-11-2025 14:36,24,33.9,Breached,5,Germany,51.16,10.45,6
TIC-5259,Closed,Medium,Email,Keyboard/Mouse,Hardware,L2 Technical Support,23-01-2025 19:39,24,27.48,Breached,4,Brazil,-14.23,-51.92,5
TIC-5260,Closed,Medium,Email,License Request,Software,L1 Service Desk,12-03-2025 17:55,24,26.06,Breached,5,India,20.59,78.96,10
TIC-5261,Closed,Medium,Portal,Keyboard/Mouse,Hardware,Infrastructure,07-12-2025 03:12,24,38.33,Breached,3,Germany,51.16,10.45,7
TIC-5262,Closed,Medium,Chat,MFA Reset,Security,L1 Service Desk,08-04-2025 11:06,24,13.72,On-Time,5,UK,55.37,-3.43,3
TIC-5263,Closed,High,Portal,Update Failure,Software,L2 Technical Support,06-03-2025 18:02,8,1.55,On-Time,3,UK,55.37,-3.43,8
TIC-5264,Closed,High,Phone,Port Request,Network,Security Admin,29-04-2025 01:28,8,12.91,Breached,5,Germany,51.16,10.45,3
TIC-5265,Closed,High,Phone,Printer,Hardware,Network Ops,12-04-2025 14:43,8,10.28,Breached,4,UK,55.37,-3.43,8
TIC-5266,Closed,Low,Phone,Printer,Hardware,Network Ops,08-12-2025 22:49,48,50.62,Breached,5,Brazil,-14.23,-51.92,1
TIC-5267,Closed,High,Email,Wi-Fi Access,Network,Security Admin,22-12-2025 04:22,8,4.31,On-Time,5,India,20.59,78.96,3
TIC-5268,Closed,Critical,Email,Keyboard/Mouse,Hardware,L1 Service Desk,28-06-2025 07:36,4,4.59,Breached,3,USA,37.09,-95.71,6
TIC-5269,Closed,High,Chat,MFA Reset,Security,Network Ops,11-11-2025 05:13,8,1.5,On-Time,5,India,20.59,78.96,8
TIC-5270,Closed,Critical,Portal,Printer,Hardware,Infrastructure,10-07-2025 00:07,4,7.17,Breached,5,USA,37.09,-95.71,5
TIC-5271,Closed,Low,Chat,Keyboard/Mouse,Hardware,Network Ops,21-08-2025 12:28,48,62.5,Breached,2,USA,37.09,-95.71,4
TIC-5272,Closed,Low,Email,Port Request,Network,Network Ops,30-06-2025 19:25,48,34.19,On-Time,1,Brazil,-14.23,-51.92,7
TIC-5273,Resolved,Critical,Chat,Update Failure,Software,Security Admin,03-04-2025 13:35,4,3.12,On-Time,,Brazil,-14.23,-51.92,10
TIC-5274,Closed,Medium,Phone,Keyboard/Mouse,Hardware,Network Ops,29-05-2025 18:30,24,13.02,On-Time,1,India,20.59,78.96,7
TIC-5275,Resolved,Low,Email,Printer,Hardware,L1 Service Desk,01-04-2025 04:37,48,34.73,On-Time,,UK,55.37,-3.43,6
TIC-5276,Closed,Low,Email,Monitor Issue,Hardware,L2 Technical Support,13-12-2025 06:58,48,34.06,On-Time,1,UK,55.37,-3.43,7
TIC-5277,Closed,Medium,Chat,MFA Reset,Security,Infrastructure,11-12-2025 18:42,24,0.91,On-Time,5,USA,37.09,-95.71,6
TIC-5278,Closed,Low,Email,MFA Reset,Security,Network Ops,09-02-2025 07:07,48,8,On-Time,3,Germany,51.16,10.45,6
TIC-5279,Closed,Critical,Portal,Keyboard/Mouse,Hardware,Security Admin,27-10-2025 10:23,4,7.09,Breached,5,Brazil,-14.23,-51.92,1
TIC-5280,Closed,High,Phone,License Request,Software,Security Admin,14-05-2025 11:30,8,3.13,On-Time,5,Germany,51.16,10.45,6
TIC-5281,Closed,Medium,Portal,MFA Reset,Security,Infrastructure,07-07-2025 10:26,24,23.27,On-Time,1,Germany,51.16,10.45,5
TIC-5282,Closed,Low,Chat,License Request,Software,L2 Technical Support,15-05-2025 01:47,48,4.94,On-Time,1,UK,55.37,-3.43,6
TIC-5283,Closed,High,Portal,VPN Drop,Network,L1 Service Desk,10-11-2025 01:07,8,10.2,Breached,4,Germany,51.16,10.45,3
TIC-5284,Closed,High,Chat,License Request,Software,L1 Service Desk,13-04-2025 21:14,8,0.23,On-Time,3,USA,37.09,-95.71,7
TIC-5285,Closed,Critical,Email,Laptop Repair,Hardware,Security Admin,08-05-2025 07:14,4,6.02,Breached,5,Brazil,-14.23,-51.92,6
TIC-5286,Closed,Low,Email,Bug Report,Software,L1 Service Desk,04-01-2025 01:24,48,16.03,On-Time,4,Brazil,-14.23,-51.92,5
TIC-5287,Resolved,Low,Phone,VPN Drop,Network,Infrastructure,26-05-2025 18:29,48,24.73,On-Time,,Germany,51.16,10.45,6
TIC-5288,Closed,High,Email,Access Revoked,Security,L2 Technical Support,27-11-2025 22:58,8,7.95,On-Time,5,UK,55.37,-3.43,1
TIC-5289,Closed,Low,Email,Port Request,Network,Infrastructure,23-12-2025 23:02,48,80.2,Breached,2,Brazil,-14.23,-51.92,2
TIC-5290,Closed,High,Phone,VPN Drop,Network,L2 Technical Support,29-08-2025 17:47,8,12.81,Breached,3,USA,37.09,-95.71,4
TIC-5291,Closed,Low,Email,Monitor Issue,Hardware,Network Ops,28-12-2025 06:54,48,61.36,Breached,2,Brazil,-14.23,-51.92,8
TIC-5292,Closed,Low,Email,Monitor Issue,Hardware,Security Admin,27-07-2025 04:11,48,71.23,Breached,2,Brazil,-14.23,-51.92,2
TIC-5293,Closed,Low,Chat,VPN Drop,Network,L1 Service Desk,07-12-2025 03:21,48,26.91,On-Time,1,USA,37.09,-95.71,4
TIC-5294,Closed,High,Phone,Bug Report,Software,L1 Service Desk,22-06-2025 11:02,8,2.16,On-Time,3,India,20.59,78.96,6
TIC-5295,Closed,Critical,Email,Laptop Repair,Hardware,Infrastructure,26-11-2025 22:12,4,2.49,On-Time,2,UK,55.37,-3.43,1
TIC-5296,Closed,High,Email,Laptop Repair,Hardware,Security Admin,21-04-2025 05:16,8,5.2,On-Time,3,India,20.59,78.96,3
TIC-5297,Closed,High,Phone,Monitor Issue,Hardware,Network Ops,20-09-2025 12:01,8,4.86,On-Time,5,Brazil,-14.23,-51.92,2
TIC-5298,Closed,Low,Chat,Password Reset,Security,L2 Technical Support,04-11-2025 00:14,48,40.75,On-Time,1,Brazil,-14.23,-51.92,5
TIC-5299,Closed,Medium,Chat,Port Request,Network,Network Ops,23-12-2025 17:22,24,18.39,On-Time,5,UK,55.37,-3.43,1
TIC-5300,Closed,Low,Portal,Port Request,Network,L1 Service Desk,23-12-2025 21:50,48,50.06,Breached,3,UK,55.37,-3.43,1
TIC-5301,Closed,Low,Phone,Login Issue,Software,L1 Service Desk,09-11-2025 06:32,48,11.08,On-Time,1,Brazil,-14.23,-51.92,4
TIC-5302,Closed,Medium,Portal,Login Issue,Software,L1 Service Desk,11-06-2025 08:52,24,13.05,On-Time,1,USA,37.09,-95.71,4
TIC-5303,Closed,Medium,Phone,Monitor Issue,Hardware,Security Admin,13-10-2025 11:00,24,17.15,On-Time,4,USA,37.09,-95.71,8
TIC-5304,Closed,Medium,Phone,License Request,Software,Network Ops,06-09-2025 12:31,24,26.16,Breached,1,India,20.59,78.96,3
TIC-5305,Closed,High,Email,Printer,Hardware,Network Ops,06-12-2025 11:57,8,6.32,On-Time,2,Germany,51.16,10.45,5
TIC-5306,Closed,Medium,Portal,MFA Reset,Security,L2 Technical Support,12-07-2025 20:37,24,14.85,On-Time,1,Brazil,-14.23,-51.92,3
TIC-5307,Closed,Medium,Email,License Request,Software,Network Ops,04-06-2025 22:36,24,0.62,On-Time,5,UK,55.37,-3.43,5
TIC-5308,Closed,Critical,Portal,VPN Drop,Network,L1 Service Desk,21-08-2025 18:00,4,4.86,Breached,3,Germany,51.16,10.45,4
TIC-5309,Closed,Critical,Chat,Slow Internet,Network,Security Admin,19-04-2025 07:26,4,3.03,On-Time,3,USA,37.09,-95.71,8
TIC-5310,Closed,Low,Chat,Laptop Repair,Hardware,L2 Technical Support,24-12-2025 11:28,48,61.16,Breached,5,Germany,51.16,10.45,3
TIC-5311,Closed,Medium,Chat,License Request,Software,Network Ops,04-04-2025 15:25,24,9.63,On-Time,5,USA,37.09,-95.71,9
TIC-5312,Closed,Medium,Portal,Laptop Repair,Hardware,Infrastructure,28-11-2025 02:16,24,20.29,On-Time,2,USA,37.09,-95.71,2
TIC-5313,Resolved,Low,Chat,Password Reset,Security,Network Ops,09-12-2025 06:15,48,7.39,On-Time,,Germany,51.16,10.45,3
TIC-5314,Closed,Medium,Email,Keyboard/Mouse,Hardware,L2 Technical Support,13-08-2025 12:48,24,38.18,Breached,4,Germany,51.16,10.45,1
TIC-5315,Closed,High,Portal,VPN Drop,Network,L2 Technical Support,24-10-2025 20:18,8,10.31,Breached,2,India,20.59,78.96,3
TIC-5316,Closed,Medium,Email,Access Revoked,Security,Security Admin,28-05-2025 21:24,24,6.87,On-Time,2,Germany,51.16,10.45,8
TIC-5317,Closed,Medium,Phone,Password Reset,Security,Infrastructure,25-08-2025 22:31,24,20.72,On-Time,4,USA,37.09,-95.71,5
TIC-5318,Closed,Medium,Chat,Laptop Repair,Hardware,Infrastructure,11-04-2025 04:11,24,33.22,Breached,4,Germany,51.16,10.45,3
TIC-5319,Closed,High,Chat,VPN Drop,Network,Network Ops,08-06-2025 06:58,8,4.12,On-Time,5,India,20.59,78.96,7
TIC-5320,Closed,Medium,Portal,Port Request,Network,Security Admin,03-02-2025 17:31,24,33.05,Breached,5,India,20.59,78.96,6
TIC-5321,Resolved,Low,Email,Password Reset,Security,Security Admin,25-01-2025 18:12,48,30.51,On-Time,,UK,55.37,-3.43,8
TIC-5322,Closed,Low,Email,License Request,Software,L2 Technical Support,09-07-2025 09:05,48,34.39,On-Time,4,Brazil,-14.23,-51.92,3
TIC-5323,Closed,Low,Phone,MFA Reset,Security,Network Ops,25-04-2025 13:54,48,9.66,On-Time,4,USA,37.09,-95.71,8
TIC-5324,Closed,Low,Chat,Password Reset,Security,L2 Technical Support,08-10-2025 19:47,48,3.03,On-Time,5,UK,55.37,-3.43,1
TIC-5325,Closed,Critical,Portal,License Request,Software,L2 Technical Support,21-03-2025 00:31,4,2.11,On-Time,3,UK,55.37,-3.43,6
TIC-5326,Closed,Medium,Chat,Suspicious Email,Security,Infrastructure,20-12-2025 08:38,24,25.82,Breached,4,India,20.59,78.96,4
TIC-5327,Closed,High,Chat,MFA Reset,Security,Infrastructure,15-07-2025 05:42,8,0.25,On-Time,1,USA,37.09,-95.71,3
TIC-5328,Closed,Medium,Email,Monitor Issue,Hardware,L1 Service Desk,10-12-2025 22:58,24,28.07,Breached,4,Brazil,-14.23,-51.92,6
TIC-5329,Resolved,Medium,Email,Port Request,Network,Infrastructure,01-04-2025 06:12,24,32.93,Breached,,India,20.59,78.96,3
TIC-5330,Resolved,Low,Chat,Update Failure,Software,L1 Service Desk,08-01-2025 18:14,48,12.06,On-Time,,Brazil,-14.23,-51.92,11
TIC-5331,Open,Low,Phone,Update Failure,Software,Network Ops,23-03-2025 20:27,48,,Pending,,USA,37.09,-95.71,6
TIC-5332,Closed,Medium,Portal,Keyboard/Mouse,Hardware,Network Ops,26-09-2025 12:43,24,27.42,Breached,2,USA,37.09,-95.71,5
TIC-5333,Closed,Low,Portal,Monitor Issue,Hardware,L1 Service Desk,30-03-2025 06:18,48,65.07,Breached,1,USA,37.09,-95.71,1
TIC-5334,Closed,Medium,Portal,Monitor Issue,Hardware,Security Admin,06-12-2025 12:30,24,40.38,Breached,1,USA,37.09,-95.71,7
TIC-5335,Closed,Low,Chat,Update Failure,Software,L2 Technical Support,25-07-2025 11:59,48,27.11,On-Time,4,Germany,51.16,10.45,9
TIC-5336,Closed,Low,Chat,Keyboard/Mouse,Hardware,L1 Service Desk,10-02-2025 17:21,48,73.18,Breached,1,India,20.59,78.96,6
TIC-5337,Closed,Low,Phone,Password Reset,Security,Infrastructure,10-08-2025 08:54,48,11.91,On-Time,4,Brazil,-14.23,-51.92,7
TIC-5338,Closed,Critical,Email,Printer,Hardware,Infrastructure,18-03-2025 04:15,4,6.56,Breached,4,USA,37.09,-95.71,3
TIC-5339,Closed,Medium,Portal,Password Reset,Security,L1 Service Desk,15-07-2025 00:30,24,22.37,On-Time,5,India,20.59,78.96,3
TIC-5340,Closed,Low,Email,Bug Report,Software,Network Ops,11-11-2025 12:48,48,21.8,On-Time,5,UK,55.37,-3.43,3
TIC-5341,Closed,Medium,Email,MFA Reset,Security,Security Admin,02-01-2025 11:27,24,22.68,On-Time,2,USA,37.09,-95.71,8
TIC-5342,Closed,High,Portal,Slow Internet,Network,Network Ops,04-09-2025 22:23,8,10.67,Breached,4,India,20.59,78.96,7
TIC-5343,Closed,Medium,Phone,Update Failure,Software,L1 Service Desk,24-11-2025 21:31,24,21.57,On-Time,1,USA,37.09,-95.71,10
TIC-5344,Closed,Low,Phone,Suspicious Email,Security,Network Ops,17-09-2025 17:47,48,14.69,On-Time,4,Germany,51.16,10.45,6
TIC-5345,Resolved,High,Phone,Printer,Hardware,Network Ops,08-12-2025 05:48,8,9.31,Breached,,India,20.59,78.96,6
TIC-5346,Closed,Low,Portal,Login Issue,Software,L1 Service Desk,26-01-2025 04:59,48,39.37,On-Time,5,Germany,51.16,10.45,9
TIC-5347,Resolved,Medium,Chat,Bug Report,Software,L1 Service Desk,12-04-2025 17:52,24,0.4,On-Time,,Brazil,-14.23,-51.92,11
TIC-5348,Resolved,Low,Chat,Monitor Issue,Hardware,Security Admin,18-11-2025 00:54,48,77.72,Breached,,India,20.59,78.96,8
TIC-5349,Closed,Low,Phone,Printer,Hardware,Network Ops,03-04-2025 00:46,48,60.34,Breached,3,India,20.59,78.96,6
TIC-5350,Closed,High,Chat,Wi-Fi Access,Network,Security Admin,29-11-2025 11:20,8,8.19,Breached,5,UK,55.37,-3.43,3
TIC-5351,Closed,Low,Chat,MFA Reset,Security,L1 Service Desk,29-08-2025 18:48,48,47.78,On-Time,5,India,20.59,78.96,7
TIC-5352,Closed,Low,Phone,License Request,Software,Security Admin,07-03-2025 13:19,48,41.44,On-Time,3,Germany,51.16,10.45,6
TIC-5353,Closed,Low,Chat,Update Failure,Software,Infrastructure,23-04-2025 09:50,48,10.88,On-Time,5,Brazil,-14.23,-51.92,3
TIC-5354,Closed,Medium,Portal,License Request,Software,L2 Technical Support,13-03-2025 21:34,24,5.98,On-Time,1,UK,55.37,-3.43,6
TIC-5355,Closed,Low,Email,Laptop Repair,Hardware,Network Ops,21-11-2025 06:55,48,63.24,Breached,5,USA,37.09,-95.71,3
TIC-5356,Closed,Low,Chat,MFA Reset,Security,L2 Technical Support,24-09-2025 01:39,48,49.89,Breached,5,UK,55.37,-3.43,3
TIC-5357,Closed,Medium,Email,Laptop Repair,Hardware,L2 Technical Support,26-03-2025 02:30,24,29.81,Breached,2,USA,37.09,-95.71,8
TIC-5358,Closed,Low,Email,Keyboard/Mouse,Hardware,L2 Technical Support,14-05-2025 10:42,48,67.36,Breached,2,Germany,51.16,10.45,1
TIC-5359,Resolved,Low,Email,Update Failure,Software,Security Admin,04-09-2025 07:54,48,2.41,On-Time,,USA,37.09,-95.71,11
TIC-5360,Resolved,Medium,Chat,Password Reset,Security,Infrastructure,01-11-2025 22:11,24,19.8,On-Time,,USA,37.09,-95.71,3
TIC-5361,Closed,Low,Phone,Update Failure,Software,Security Admin,08-11-2025 11:05,48,13.19,On-Time,1,UK,55.37,-3.43,7
TIC-5362,Closed,Medium,Portal,Access Revoked,Security,Infrastructure,20-10-2025 12:39,24,2.89,On-Time,5,Germany,51.16,10.45,1
TIC-5363,Resolved,Low,Chat,License Request,Software,Security Admin,04-02-2025 09:43,48,1.35,On-Time,,Brazil,-14.23,-51.92,10
TIC-5364,Closed,Medium,Phone,Wi-Fi Access,Network,Security Admin,10-10-2025 09:29,24,13.82,On-Time,5,UK,55.37,-3.43,1
TIC-5365,Closed,Critical,Phone,Keyboard/Mouse,Hardware,L2 Technical Support,19-01-2025 23:55,4,4.18,Breached,3,Brazil,-14.23,-51.92,6
TIC-5366,Closed,Low,Portal,Printer,Hardware,L1 Service Desk,14-06-2025 02:17,48,44.13,On-Time,5,India,20.59,78.96,3
